episode,dataset,dataset_name,task_id,dataset_id,split_type,reward,loss,epsilon,f1,pipeline,invalid_count,pipeline_length,cache_hit
1500,wdbc,wdbc,9946,1510,train,0.897780856257009,0.008173318230547011,0.05,0.957780856257009,"['minmax_scaler', 'feature_selection', 'svm']",0,3,True
1501,cnae-9,cnae-9,9981,1468,train,0.853732715831099,0.007451936660800129,0.05,0.913732715831099,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
1502,numerai28.6,numerai28.6,167120,23517,train,0.4197887523599131,0.008310295175760984,0.05,0.49978875235991305,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
1503,wilt,wilt,146820,40983,train,0.46350918424144966,0.006753499526530505,0.05,0.5435091842414497,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1504,satimage,satimage,2074,182,train,0.803654287271737,0.00796473240479827,0.05,0.8836542872717371,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1505,adult,adult,7592,1590,train,0.6570245238494785,0.008108321484178305,0.05,0.7370245238494786,"['feature_selection', 'minmax_scaler', 'pca', 'random_forest']",0,4,False
1506,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.3428522557498767,0.006780509953387082,0.05,0.36285225574987673,['svm'],0,1,True
1507,CIFAR_10,CIFAR_10,167124,40927,train,0.3973880250406473,0.008437314187176526,0.05,0.45738802504064735,"['feature_selection', 'minmax_scaler', 'random_forest']",0,3,True
1508,credit-g,credit-g,31,31,train,0.5137428186861889,0.008463606797158718,0.05,0.593742818686189,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1509,cylinder-bands,cylinder-bands,14954,6332,train,0.6407215007215008,0.008812878018943593,0.05,0.7007215007215009,"['standard_scaler', 'feature_selection', 'svm']",0,3,True
1510,isolet,isolet,3481,300,train,0.9060824448043504,0.007987302145920694,0.05,0.9660824448043505,"['standard_scaler', 'feature_selection', 'svm']",0,3,True
1511,letter,letter,6,6,train,0.9196450989680648,0.008541979671766361,0.05,0.9596450989680648,"['feature_selection', 'random_forest']",0,2,False
1512,splice,splice,45,46,train,0.809834808254414,0.007298924680799246,0.05,0.8898348082544141,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1513,kc2,kc2,3913,1063,train,0.5006680881307746,0.007047881372272968,0.05,0.5806680881307746,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1514,dresses-sales,dresses-sales,125920,23381,train,0.5723630136986301,0.008189806947484612,0.05,0.6323630136986301,"['standard_scaler', 'feature_selection', 'random_forest']",0,3,True
1515,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.6077667756464779,0.007245591469109058,0.05,0.6877667756464779,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
1516,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.4368659410268866,0.007273262646049261,0.05,0.5168659410268865,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,True
1517,har,har,14970,1478,train,0.8774349824334845,0.008395878318697213,0.05,0.9574349824334846,"['feature_selection', 'minmax_scaler', 'pca', 'knn']",0,4,False
1518,bank-marketing,bank-marketing,14965,1461,train,0.6997413385114349,0.00554614095017314,0.05,0.719741338511435,['random_forest'],0,1,True
1519,tic-tac-toe,tic-tac-toe,49,50,train,0.7277084206116462,0.006780671980232,0.05,0.8077084206116463,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1520,car,car,146821,40975,train,0.634185679943388,0.004799555521458387,0.05,0.7141856799433881,"['feature_selection', 'minmax_scaler', 'pca', 'random_forest']",0,4,False
1521,MiceProtein,MiceProtein,146800,40966,train,0.932156862745098,0.011274115415289998,0.05,0.9921568627450981,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
1522,mfeat-karhunen,mfeat-karhunen,16,16,train,0.8977886533129698,0.008001206326298416,0.05,0.9577886533129698,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,False
1523,pc1,pc1,3918,1068,train,0.5871738303537466,0.007301269797608256,0.05,0.6671738303537467,"['feature_selection', 'minmax_scaler', 'pca', 'random_forest']",0,4,False
1524,mfeat-zernike,mfeat-zernike,22,22,train,0.8019942340973475,0.008819710463285446,0.05,0.8219942340973475,['svm'],0,1,True
1525,churn,churn,167141,40701,train,0.7521406109231841,0.009200533293187619,0.05,0.8321406109231841,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1526,electricity,electricity,219,151,train,0.6113895604059039,0.007183836866170168,0.05,0.6913895604059039,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1527,balance-scale,balance-scale,11,11,train,0.5074339401056958,0.00648438734933734,0.05,0.5874339401056958,"['feature_selection', 'standard_scaler', 'pca', 'knn']",0,4,False
1528,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.47311355311355313,0.005439862795174122,0.05,0.5531135531135531,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,False
1529,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.1881655225019069,0.00824655732139945,0.05,0.20816552250190692,['knn'],0,1,False
1530,nomao,nomao,9977,1486,train,0.8590459225627097,0.007569147646427155,0.05,0.9390459225627098,"['feature_selection', 'standard_scaler', 'pca', 'knn']",0,4,False
1531,breast-w,breast-w,15,15,train,0.8852823555262579,0.006190740922465921,0.05,0.965282355526258,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1532,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.911299312501844,0.007164748385548592,0.05,0.9912993125018441,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1533,kr-vs-kp,kr-vs-kp,3,3,train,0.9316352552468705,0.005147309391759336,0.05,0.9916352552468706,"['standard_scaler', 'feature_selection', 'random_forest']",0,3,True
1534,jm1,jm1,3904,1053,train,0.5198074350825589,0.006320138135924936,0.05,0.599807435082559,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1535,PhishingWebsites,PhishingWebsites,14952,4534,train,0.8657059397705829,0.005400222586467862,0.05,0.9457059397705829,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1536,segment,segment,146822,40984,train,0.8095384956909195,0.006889849028084427,0.05,0.8695384956909196,"['standard_scaler', 'feature_selection', 'svm']",0,3,False
1537,ilpd,ilpd,9971,1480,train,0.33517857142857144,0.00573899750597775,0.05,0.4151785714285714,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,False
1538,Devnagari-Script,Devnagari-Script,167121,40923,train,0.841294146777065,0.0075203055748716,0.05,0.9012941467770651,"['feature_selection', 'minmax_scaler', 'random_forest']",0,3,False
1539,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.7522526634526184,0.004936061101034284,0.05,0.8322526634526185,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1540,texture,texture,125922,40499,train,0.9150832992800269,0.006149252527393401,0.05,0.9750832992800269,"['feature_selection', 'minmax_scaler', 'random_forest']",0,3,True
1541,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9200884269925628,0.008466862374916673,0.05,0.9800884269925628,"['standard_scaler', 'feature_selection', 'svm']",0,3,False
1542,mfeat-fourier,mfeat-fourier,14,14,train,0.7761232235721728,0.007112489392360051,0.05,0.8161232235721728,"['minmax_scaler', 'knn']",0,2,False
1543,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.40369565217391307,0.006010846560820937,0.05,0.483695652173913,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1544,mfeat-morphological,mfeat-morphological,18,18,train,0.37619566871878,0.004207390709780157,0.05,0.39619566871878004,['svm'],0,1,True
1545,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.8502179302179302,0.009573854506015778,0.05,0.9302179302179303,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1546,credit-approval,credit-approval,29,29,train,0.7368664678455916,0.006705275969579816,0.05,0.7968664678455917,"['standard_scaler', 'feature_selection', 'knn']",0,3,False
1547,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.44661064425770314,0.008909817691892386,0.05,0.5266106442577031,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,True
1548,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.7738117102397475,0.008329773880541324,0.05,0.8538117102397476,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1549,cmc,cmc,23,23,train,0.32623589515503854,0.006004343228414655,0.05,0.4062358951550385,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1550,sick,sick,3021,38,train,0.4716763766372049,0.0070764936041086916,0.05,0.5516763766372049,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1551,vowel,vowel,3022,307,train,0.9308934570440405,0.00521886209025979,0.05,0.9508934570440405,['random_forest'],0,1,True
1552,pc4,pc4,3902,1049,train,0.4960053104147015,0.006593155581504107,0.05,0.5760053104147015,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1553,dna,dna,167140,40670,train,0.8693697295662234,0.008537166751921177,0.05,0.9493697295662235,"['standard_scaler', 'feature_selection', 'pca', 'svm']",0,4,True
1554,semeion,semeion,9964,1501,train,0.8643148073721085,0.007540794555097818,0.05,0.9243148073721086,"['standard_scaler', 'feature_selection', 'random_forest']",0,3,True
1555,mnist_784,mnist_784,3573,554,train,0.8538045465511915,0.006752433208748698,0.05,0.9338045465511916,"['feature_selection', 'standard_scaler', 'pca', 'random_forest']",0,4,False
1556,mfeat-factors,mfeat-factors,12,12,train,0.9045847245627411,0.005526955297682434,0.05,0.9645847245627411,"['feature_selection', 'minmax_scaler', 'random_forest']",0,3,False
1557,banknote-authentication,banknote-authentication,10093,1462,train,0.843879398061372,0.007088716793805361,0.05,0.9238793980613721,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1558,connect-4,connect-4,146195,40668,train,0.5501899942853489,0.005227771028876305,0.05,0.6301899942853489,"['feature_selection', 'minmax_scaler', 'pca', 'svm']",0,4,False
1559,eucalyptus,eucalyptus,2079,188,train,0.5347112275409488,0.00801957342773676,0.05,0.6147112275409489,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1560,numerai28.6,numerai28.6,167120,23517,train,0.421333917691626,0.0056136613711714745,0.05,0.5013339176916259,"['feature_selection', 'standard_scaler', 'pca', 'knn']",0,4,False
1561,kr-vs-kp,kr-vs-kp,3,3,train,0.8795758086873915,0.006567808147519827,0.05,0.9595758086873916,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1562,mfeat-factors,mfeat-factors,12,12,train,0.9045847245627411,0.006642264954280108,0.05,0.9645847245627411,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,True
1563,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.816710863982437,0.005974452535156161,0.05,0.876710863982437,"['standard_scaler', 'feature_selection', 'random_forest']",0,3,True
1564,balance-scale,balance-scale,11,11,train,0.5424760649495669,0.009994273073971272,0.05,0.622476064949567,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,False
1565,ilpd,ilpd,9971,1480,train,0.5427895694360219,0.006914040772244334,0.05,0.6027895694360219,"['feature_selection', 'standard_scaler', 'knn']",0,3,False
1566,CIFAR_10,CIFAR_10,167124,40927,train,0.3569186274263862,0.006885309237986803,0.05,0.43691862742638615,"['feature_selection', 'standard_scaler', 'pca', 'random_forest']",0,4,False
1567,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.44661064425770314,0.005832934193313122,0.05,0.5266106442577031,"['standard_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1568,wilt,wilt,146820,40983,train,0.43424588792863117,0.006604543281719088,0.05,0.5142458879286311,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1569,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.820659577332077,0.005375359673053026,0.05,0.900659577332077,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1570,breast-w,breast-w,15,15,train,0.8852823555262579,0.00805095387622714,0.05,0.965282355526258,"['standard_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1571,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9134723103806105,0.005186753754969686,0.05,0.9734723103806106,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,True
1572,tic-tac-toe,tic-tac-toe,49,50,train,0.8871624266144813,0.008515418390743434,0.05,0.9471624266144814,"['minmax_scaler', 'feature_selection', 'svm']",0,3,True
1573,mfeat-morphological,mfeat-morphological,18,18,train,0.35223043153940325,0.008874985913280398,0.05,0.4122304315394033,"['pca', 'feature_selection', 'random_forest']",0,3,False
1574,cylinder-bands,cylinder-bands,14954,6332,train,0.5587499999999999,0.008536465931683779,0.05,0.6187499999999999,"['standard_scaler', 'feature_selection', 'knn']",0,3,False
1575,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.3306019283272838,0.005430932436138391,0.05,0.41060192832728376,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1576,pc4,pc4,3902,1049,train,0.5382040144223943,0.006454320484772324,0.05,0.6182040144223944,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1577,segment,segment,146822,40984,train,0.8486551598792864,0.006206904537975788,0.05,0.8886551598792864,"['feature_selection', 'knn']",0,2,True
1578,sick,sick,3021,38,train,0.4716763766372049,0.005038929777219892,0.05,0.5516763766372049,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1579,dresses-sales,dresses-sales,125920,23381,train,0.44044753086419763,0.004565500188618898,0.05,0.5204475308641976,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,True
1580,mfeat-zernike,mfeat-zernike,22,22,train,0.7660314682126085,0.0032575016375631094,0.05,0.7860314682126085,['random_forest'],0,1,True
1581,letter,letter,6,6,train,0.9196450989680648,0.006168414993832509,0.05,0.9596450989680648,"['feature_selection', 'random_forest']",0,2,True
1582,mnist_784,mnist_784,3573,554,train,0.9066139167876736,0.0057245054631493986,0.05,0.9666139167876736,"['feature_selection', 'minmax_scaler', 'random_forest']",0,3,True
1583,pc1,pc1,3918,1068,train,0.5033333333333332,0.00800772150978446,0.05,0.5833333333333333,"['feature_selection', 'minmax_scaler', 'pca', 'svm']",0,4,False
1584,mfeat-karhunen,mfeat-karhunen,16,16,train,0.9555687356619157,0.007885605795308948,0.05,0.9755687356619157,['knn'],0,1,True
1585,cnae-9,cnae-9,9981,1468,train,0.8404852112229929,0.007568425312638283,0.05,0.920485211222993,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
1586,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.7522526634526184,0.0033627476077526808,0.05,0.8322526634526185,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1587,vowel,vowel,3022,307,train,0.7511816957073604,0.008305828087031841,0.05,0.7711816957073604,['knn'],0,1,True
1588,car,car,146821,40975,train,0.7111361961994872,0.006297599617391824,0.05,0.7911361961994873,"['feature_selection', 'standard_scaler', 'pca', 'random_forest']",0,4,False
1589,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.42884764790150753,0.008225373923778534,0.05,0.5088476479015075,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1590,credit-g,credit-g,31,31,train,0.5449999999999999,0.006892150733619928,0.05,0.625,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1591,jm1,jm1,3904,1053,train,0.5198074350825589,0.005567589774727821,0.05,0.599807435082559,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1592,har,har,14970,1478,train,0.89370282895986,0.00714777554385364,0.05,0.97370282895986,"['feature_selection', 'minmax_scaler', 'pca', 'svm']",0,4,False
1593,isolet,isolet,3481,300,train,0.9060824448043504,0.009907103376463056,0.05,0.9660824448043505,"['feature_selection', 'standard_scaler', 'svm']",0,3,False
1594,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.5988141037374256,0.005102825164794922,0.05,0.6788141037374257,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1595,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.4032275611967362,0.006194895226508379,0.05,0.48322756119673616,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1596,cmc,cmc,23,23,train,0.3435884037059786,0.004515382158569991,0.05,0.42358840370597856,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1597,satimage,satimage,2074,182,train,0.8032603083013382,0.005433560721576214,0.05,0.8832603083013383,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1598,bank-marketing,bank-marketing,14965,1461,train,0.5484194446433491,0.006421779515221715,0.05,0.6284194446433492,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,True
1599,splice,splice,45,46,train,0.8771944105277436,0.0050531939137727026,0.05,0.9571944105277437,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1600,eucalyptus,eucalyptus,2079,188,train,0.43585661908242557,0.009988406673073769,0.05,0.5158566190824255,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1601,connect-4,connect-4,146195,40668,train,0.5602427137020359,0.01014009149124225,0.05,0.600242713702036,"['standard_scaler', 'svm']",0,2,False
1602,kc2,kc2,3913,1063,train,0.48617647058823527,0.007271885871887207,0.05,0.5661764705882353,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,True
1603,MiceProtein,MiceProtein,146800,40966,train,0.932156862745098,0.008138971403241158,0.05,0.9921568627450981,"['minmax_scaler', 'feature_selection', 'random_forest']",0,3,True
1604,banknote-authentication,banknote-authentication,10093,1462,train,0.8904265342365238,0.006358414329588414,0.05,0.9704265342365239,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1605,semeion,semeion,9964,1501,train,0.8590727982453661,0.003347602478849391,0.05,0.8990727982453661,"['minmax_scaler', 'knn']",0,2,True
1606,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.47311355311355313,0.006056373938918114,0.05,0.5531135531135531,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,True
1607,churn,churn,167141,40701,train,0.5993454223794781,0.006459601130336523,0.05,0.6793454223794781,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1608,dna,dna,167140,40670,train,0.780125397104802,0.006063723657280207,0.05,0.8601253971048021,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1609,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.15291243663309392,0.008884972659870982,0.05,0.17291243663309394,['random_forest'],0,1,True
1610,nomao,nomao,9977,1486,train,0.8590459225627097,0.006987363193184137,0.05,0.9390459225627098,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1611,electricity,electricity,219,151,train,0.7353124027185338,0.005976365553215146,0.05,0.8153124027185339,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1612,PhishingWebsites,PhishingWebsites,14952,4534,train,0.890086528348476,0.010422827792353928,0.05,0.9500865283484761,"['minmax_scaler', 'feature_selection', 'knn']",0,3,False
1613,wdbc,wdbc,9946,1510,train,0.8863777252429734,0.008194734901189804,0.05,0.9663777252429735,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1614,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8616935307276262,0.003510290834431847,0.05,0.9016935307276263,"['feature_selection', 'random_forest']",0,2,False
1615,credit-approval,credit-approval,29,29,train,0.7151455076883974,0.007088955491781235,0.05,0.7951455076883974,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1616,mfeat-fourier,mfeat-fourier,14,14,train,0.7870056981911784,0.007464890057841937,0.05,0.8270056981911784,"['feature_selection', 'random_forest']",0,2,False
1617,texture,texture,125922,40499,train,0.945486235133812,0.006805019608388345,0.05,0.9854862351338121,"['feature_selection', 'knn']",0,2,True
1618,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9199999999999999,0.005377976875752211,0.05,1.0,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1619,adult,adult,7592,1590,train,0.6664147262354563,0.0056514725089073185,0.05,0.7464147262354563,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1620,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.7522526634526184,0.006220547808334231,0.05,0.8322526634526185,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1621,kc2,kc2,3913,1063,train,0.6261702127659574,0.005743457120843232,0.05,0.6861702127659575,"['feature_selection', 'standard_scaler', 'random_forest']",0,3,True
1622,MiceProtein,MiceProtein,146800,40966,train,0.93608514803034,0.0074726443272084,0.05,0.9960851480303401,"['feature_selection', 'minmax_scaler', 'svm']",0,3,False
1623,electricity,electricity,219,151,train,0.7638678612262846,0.005777312908321619,0.05,0.8238678612262846,"['standard_scaler', 'feature_selection', 'knn']",0,3,True
1624,jm1,jm1,3904,1053,train,0.5198074350825589,0.009073549974709749,0.05,0.599807435082559,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1625,bank-marketing,bank-marketing,14965,1461,train,0.5484194446433491,0.006829299731180072,0.05,0.6284194446433492,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,True
1626,kr-vs-kp,kr-vs-kp,3,3,train,0.8655895964188209,0.006268547940999269,0.05,0.945589596418821,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1627,mfeat-fourier,mfeat-fourier,14,14,train,0.8070056981911784,0.007353354478254914,0.05,0.8270056981911784,['random_forest'],0,1,True
1628,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.537152149321267,0.004429014865309,0.05,0.617152149321267,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1629,semeion,semeion,9964,1501,train,0.8590727982453661,0.004883348165700833,0.05,0.8990727982453661,"['feature_selection', 'knn']",0,2,False
1630,mfeat-zernike,mfeat-zernike,22,22,train,0.8107004958533077,0.007771568605676293,0.05,0.8307004958533077,['knn'],0,1,True
1631,texture,texture,125922,40499,train,0.9519431646206551,0.006764462838570277,0.05,0.9919431646206551,"['feature_selection', 'svm']",0,2,False
1632,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9200884269925628,0.006389858084730804,0.05,0.9800884269925628,"['feature_selection', 'standard_scaler', 'svm']",0,3,False
1633,breast-w,breast-w,15,15,train,0.8855608352587296,0.00531529700383544,0.05,0.9655608352587297,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,True
1634,cmc,cmc,23,23,train,0.32540979242551155,0.004571610130369663,0.05,0.4054097924255115,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1635,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.44661064425770314,0.006720742350444198,0.05,0.5266106442577031,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,True
1636,pc1,pc1,3918,1068,train,0.45496006127585076,0.005671344138681889,0.05,0.5349600612758507,"['feature_selection', 'standard_scaler', 'pca', 'svm']",0,4,False
1637,mfeat-karhunen,mfeat-karhunen,16,16,train,0.962266485276634,0.008666920010000467,0.05,0.9822664852766341,['svm'],0,1,True
1638,satimage,satimage,2074,182,train,0.803654287271737,0.004453720804303884,0.05,0.8836542872717371,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1639,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.07858008101981645,0.006688439566642046,0.05,0.15858008101981647,"['feature_selection', 'pca', 'minmax_scaler', 'random_forest']",0,4,False
1640,churn,churn,167141,40701,train,0.5993454223794781,0.005365237081423402,0.05,0.6793454223794781,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1641,PhishingWebsites,PhishingWebsites,14952,4534,train,0.8657059397705829,0.005908876564353705,0.05,0.9457059397705829,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,True
1642,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8616935307276262,0.007221625962605079,0.05,0.9016935307276263,"['feature_selection', 'random_forest']",0,2,True
1643,sick,sick,3021,38,train,0.6275158031357907,0.0063041199930012224,0.05,0.7075158031357908,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1644,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.6907359034596774,0.004974527633748949,0.05,0.7507359034596774,"['minmax_scaler', 'feature_selection', 'svm']",0,3,False
1645,letter,letter,6,6,train,0.9195495070567066,0.009485714137554169,0.05,0.9395495070567066,['knn'],0,1,False
1646,dna,dna,167140,40670,train,0.8675677922072896,0.005028977384790778,0.05,0.9475677922072897,"['minmax_scaler', 'feature_selection', 'pca', 'svm']",0,4,False
1647,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.42884764790150753,0.007198555674403906,0.05,0.5088476479015075,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,True
1648,CIFAR_10,CIFAR_10,167124,40927,train,0.3569186274263862,0.006751758698374033,0.05,0.43691862742638615,"['feature_selection', 'standard_scaler', 'pca', 'random_forest']",0,4,True
1649,credit-g,credit-g,31,31,train,0.4868449197860962,0.005486801639199257,0.05,0.5668449197860962,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1650,segment,segment,146822,40984,train,0.5660193261517243,0.005869000032544136,0.05,0.6460193261517244,"['feature_selection', 'pca', 'minmax_scaler', 'knn']",0,4,False
1651,ilpd,ilpd,9971,1480,train,0.5227895694360218,0.006406260002404451,0.05,0.6027895694360219,"['feature_selection', 'standard_scaler', 'pca', 'knn']",0,4,False
1652,banknote-authentication,banknote-authentication,10093,1462,train,0.9167192228061791,0.0059838542714715,0.05,0.9967192228061792,"['pca', 'feature_selection', 'minmax_scaler', 'knn']",0,4,False
1653,cylinder-bands,cylinder-bands,14954,6332,train,0.4823398491836884,0.005894833616912365,0.05,0.5623398491836884,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1654,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.328681085722115,0.004935928480699658,0.05,0.408681085722115,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1655,mfeat-morphological,mfeat-morphological,18,18,train,0.35223043153940325,0.0048641698667779565,0.05,0.4122304315394033,"['pca', 'feature_selection', 'random_forest']",0,3,True
1656,adult,adult,7592,1590,train,0.6570245238494785,0.0064817039296030995,0.05,0.7370245238494786,"['minmax_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
1657,vowel,vowel,3022,307,train,0.8688111439266767,0.00625573709839955,0.05,0.9288111439266767,"['feature_selection', 'pca', 'random_forest']",0,3,False
1658,connect-4,connect-4,146195,40668,train,0.5610277463585364,0.005022708233445883,0.05,0.6410277463585364,"['pca', 'minmax_scaler', 'feature_selection', 'svm']",0,4,False
1659,numerai28.6,numerai28.6,167120,23517,train,0.421333917691626,0.0067648299038410185,0.05,0.5013339176916259,"['standard_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1660,mnist_784,mnist_784,3573,554,train,0.8927323309517121,0.0036265905480831863,0.05,0.9727323309517122,"['minmax_scaler', 'feature_selection', 'pca', 'knn']",0,4,False
1661,isolet,isolet,3481,300,train,0.9035024556674343,0.006502118272085984,0.05,0.9435024556674343,"['feature_selection', 'random_forest']",0,2,False
